Rank,Name,Score,Finish Time ,Q1 (2),Q2 (4),Q3 (5),Q4 (6)
23701,hjoru  ,2,1:10:30, 1:10:30,,,
23702,vembarasan  ,2,1:10:33, 1:10:33,,,
23703,sp912k4  ,2,1:10:44, 1:10:44,,,
23704,user0456nB  ,2,1:10:44, 1:10:44,,,
23705,morisettykavya  ,2,1:10:50, 1:10:50,,,
23706,kYRyXVvzz5  ,2,1:10:53, 1:10:53,,,
23707,ErumFaiz  ,2,1:10:54, 1:10:54,,,
23708,mothesahithi2004  ,2,1:10:54, 1:10:54,,,
23709,cherishma_21  ,2,1:10:57, 1:10:57,,,
23710,sanju310104  ,2,1:10:57, 1:00:57  2,,,
23711,Durgaprasad_5  ,2,1:10:58, 1:10:58,,,
23712,061_NishaSamediya  ,2,1:11:00, 1:01:00  2,,,
23713,parvataneniamulya  ,2,1:11:03, 1:11:03,,,
23714,Aman_9822  ,2,1:11:03, 1:06:03  1,,,
23715,bairuvignesh  ,2,1:11:04, 1:06:04  1,,,
23716,akrathore21  ,2,1:11:08, 1:06:08  1,,,
23717,vamshiambatipudi  ,2,1:11:14, 1:11:14,,,
23718,huang-men-ji-zhen-hao-chi  ,2,1:11:15, 1:11:15,,,
23719,Shreya_965  ,2,1:11:17, 1:11:17,,,
23720,Hema18181  ,2,1:11:20, 1:06:20  1,,,
23721,ansarj  ,2,1:11:22, 1:06:22  1,,,
23722,U_Shiva_Kumar  ,2,1:11:22, 1:11:22,,,
23723,sreenidhi21  ,2,1:11:25, 1:11:25,,,
23724,sravya_jyothi  ,2,1:11:27, 0:36:27  7,,,
23725,varshitharevelli  ,2,1:11:28, 1:06:28  1,,,
23726,sanjays01092002  ,2,1:11:30, 1:11:30,,,
23727,2210040050  ,2,1:11:30, 1:11:30,,,
23728,kalayanidhumala  ,2,1:11:33, 1:11:33,,,
23729,Amruta_36  ,2,1:11:33, 1:11:33,,,
23730,sridevi_karanams  ,2,1:11:37, 1:11:37,,,
23731,Domblloq  ,2,1:11:37, 1:11:37,,,
23732,SaiNikhillikestech  ,2,1:11:37, 1:06:37  1,,,
23733,thisisamulya  ,2,1:11:38, 1:11:38,,,
23734,sanjana2023  ,2,1:11:42, 1:11:42,,,
23735,Challadurga  ,2,1:11:45, 1:11:45,,,
23736,navaneeth  ,2,1:11:45, 1:11:45,,,
23737,mausam191003  ,2,1:11:48, 1:11:48,,,
23738,2110040094  ,2,1:11:48, 1:11:48,,,
23739,Adhishthatri_  ,2,1:11:49, 0:56:49  3,,,
23740,Abhishekgolu  ,2,1:11:51, 1:11:51,,,
23741,2110030353  ,2,1:11:51, 1:11:51,,,
23742,Padma_sece123  ,2,1:11:51, 1:11:51,,,
23743,akanksha_kabra  ,2,1:11:52, 1:11:52,,,
23744,mahima244p  ,2,1:11:52, 1:11:52,,,
23745,soumya_kumar_gupta  ,2,1:11:54, 1:11:54,,,
23746,Veditha633  ,2,1:11:54, 1:11:54,,,
23747,Sushil_pramanik  ,2,1:11:55, 1:11:55,,,
23748,NandiniThalari  ,2,1:11:55, 1:11:55,,,
23749,2110039485  ,2,1:11:56, 1:11:56,,,
23750,21501a0526  ,2,1:11:57, 1:11:57,,,
23751,ridamexe  ,2,1:11:58, 1:11:58,,,
23752,suchethanab8  ,2,1:12:00, 1:12:00,,,
23753,vamshi661  ,2,1:12:03, 1:12:03,,,
23754,jyothsna29  ,2,1:12:04, 1:12:04,,,
23755,Jayabharathi05  ,2,1:12:06, 1:07:06  1,,,
23756,mayurimane3166  ,2,1:12:06, 1:12:06,,,
23757,siri_7239  ,2,1:12:10, 1:12:10,,,
23758,sandypkumr  ,2,1:12:12, 1:12:12,,,
23759,jyothika1344  ,2,1:12:12, 1:12:12,,,
23760,navya_1118  ,2,1:12:12, 1:12:12,,,
23761,heo-t  ,2,1:12:12, 1:02:12  2,,,
23762,user0555C  ,2,1:12:19, 0:22:19  10,,,
23763,mastershashank  ,2,1:12:19, 1:12:19,,,
23764,RohanBoopathy  ,2,1:12:21, 1:12:21,,,
23765,saiteja_119  ,2,1:12:22, 1:07:22  1,,,
23766,2210030165  ,2,1:12:23, 1:12:23,,,
23767,shilpi26  ,2,1:12:25, 0:57:25  3,,,
23768,kashifakhtn  ,2,1:12:26, 1:12:26,,,
23769,raghuwanshi0414  ,2,1:12:26, 1:12:26,,,
23770,nikhilchougule  ,2,1:12:27, 1:12:27,,,
23771,akshitha_2524  ,2,1:12:29, 1:12:29,,,
23772,shivani704  ,2,1:12:30, 0:52:30  4,,,
23773,hbnsl78  ,2,1:12:38, 1:07:38  1,,,
23774,hey-prabhu  ,2,1:12:38, 1:02:38  2,,,
23775,Pendyala_Rohini_Chowdhary  ,2,1:12:40, 1:02:40  2,,,
23776,rajmanikush  ,2,1:12:44, 1:12:44,,,
23777,Divya_19dharsha  ,2,1:12:49, 1:12:49,,,
23778,Tech_Sammy  ,2,1:12:49, 0:57:49  3,,,
23779,Nissar_  ,2,1:12:49, 1:12:49,,,
23780,saigreeshma09  ,2,1:12:53, 1:12:53,,,
23781,2210049156_M_Uday_Kiran_Reddy  ,2,1:12:54, 1:12:54,,,
23782,chaitu_gandam  ,2,1:12:55, 1:12:55,,,
23783,VishnuVasanth  ,2,1:12:57, 1:12:57,,,
23784,vinodchouhanbeawar07  ,2,1:12:57, 1:12:57,,,
23785,Abhishek_Masne  ,2,1:12:58, 1:07:58  1,,,
23786,palakurikeerthi  ,2,1:12:58, 1:12:58,,,
23787,shreshthakumargupta  ,2,1:13:00, 1:13:00,,,
23788,Naveenkumar799  ,2,1:13:04, 1:13:04,,,
23789,ShrishBhargav  ,2,1:13:15, 1:08:15  1,,,
23790,saras_123  ,2,1:13:16, 1:13:16,,,
23791,harijaggu  ,2,1:13:17, 1:13:17,,,
23792,praveenspk19  ,2,1:13:20, 1:08:20  1,,,
23793,vamshisai010  ,2,1:13:21, 1:13:21,,,
23794,humblebanda7  ,2,1:13:23, 1:08:23  1,,,
23795,tab_h  ,2,1:13:24, 1:13:24,,,
23796,papanaboinamydhili  ,2,1:13:27, 1:08:27  1,,,
23797,sjameer262  ,2,1:13:28, 1:13:28,,,
23798,Syed_Fahim  ,2,1:13:33, 1:13:33,,,
23799,reverent-feynman0wo  ,2,1:13:36, 1:13:36,,,
23800,Rohith_enduri665  ,2,1:13:36, 1:13:36,,,
23801,hemasree_88  ,2,1:13:36, 1:13:36,,,
23802,pranee06  ,2,1:13:37, 1:13:37,,,
23803,AniketEdke  ,2,1:13:37, 0:38:37  7,,,
23804,chbhavya08  ,2,1:13:37, 1:13:37,,,
23805,harsha_49149  ,2,1:13:38, 1:13:38,,,
23806,Akshaya_2  ,2,1:13:41, 1:13:41,,,
23807,2110030349  ,2,1:13:42, 1:13:42,,,
23808,Taraksriram  ,2,1:13:44, 1:13:44,,,
23809,Surajgudelly  ,2,1:13:44, 1:13:44,,,
23810,anuragnayak732  ,2,1:13:45, 0:33:45  8,,,
23811,Jyothika215289  ,2,1:13:45, 1:08:45  1,,,
23812,sumit3517  ,2,1:13:46, 1:13:46,,,
23813,sravani2004_19  ,2,1:13:49, 1:13:49,,,
23814,akshaya_6271  ,2,1:13:50, 1:13:50,,,
23815,msaritha  ,2,1:13:50, 1:13:50,,,
23816,Akshitha_1108  ,2,1:13:50, 1:13:50,,,
23817,billa_varsha  ,2,1:13:51, 1:13:51,,,
23818,Kishan_Singh_  ,2,1:13:52, 1:13:52,,,
23819,shreyash_choulge  ,2,1:13:52, 1:13:52,,,
23820,Geetika_singh  ,2,1:13:52, 1:13:52,,,
23821,codexstellar  ,2,1:13:54, 1:13:54,,,
23822,21501A05B5  ,2,1:13:55, 1:13:55,,,
23823,zero_codes  ,2,1:13:55, 1:13:55,,,
23824,22h51a05d4  ,2,1:13:59, 1:13:59,,,
23825,22h51a6269  ,2,1:14:00, 1:14:00,,,
23826,mircromax  ,2,1:14:00, 1:14:00,,,
23827,someonewhodoescode  ,2,1:14:01, 1:14:01,,,
23828,oraonshivam21  ,2,1:14:05, 1:14:05,,,
23829,sreejahazari  ,2,1:14:05, 1:14:05,,,
23830,sriram_6751  ,2,1:14:05, 1:14:05,,,
23831,22R05A0501  ,2,1:14:08, 1:14:08,,,
23832,TusharBhardwaj2004  ,2,1:14:11, 1:14:11,,,
23833,21501A0594  ,2,1:14:12, 1:14:12,,,
23834,Samsritha_putta  ,2,1:14:13, 1:14:13,,,
23835,SAURAV-YADAV1  ,2,1:14:14, 1:14:14,,,
23836,Kirankumar12345  ,2,1:14:15, 1:14:15,,,
23837,2210040030  ,2,1:14:18, 1:14:18,,,
23838,hbk123  ,2,1:14:19, 1:14:19,,,
23839,rushivarun7  ,2,1:14:22, 1:14:22,,,
23840,AlexMihalcea  ,2,1:14:23, 1:14:23,,,
23841,kartikmickey  ,2,1:14:24, 1:14:24,,,
23842,roopakpanjala  ,2,1:14:27, 1:14:27,,,
23843,211FA04174  ,2,1:14:28, 1:14:28,,,
23844,Deep_Kakadiya2923  ,2,1:14:28, 1:14:28,,,
23845,kl_2200031829  ,2,1:14:28, 1:14:28,,,
23846,jeevanaveen89  ,2,1:14:30, 0:59:30  3,,,
23847,priya_yaldanda  ,2,1:14:34, 1:14:34,,,
23848,harinidarna2002  ,2,1:14:36, 1:14:36,,,
23849,GaoLAQ  ,2,1:14:39, 1:14:39,,,
23850,Sathwika1239  ,2,1:14:41, 1:14:41,,,
23851,Harshitha_kapuganti  ,2,1:14:41, 1:14:41,,,
23852,S_N_S_Bhavani_Sankar  ,2,1:14:42, 1:14:42,,,
23853,willingly_me  ,2,1:14:43, 1:14:43,,,
23854,227r1a05e1  ,2,1:14:43, 1:14:43,,,
23855,maoleblog  ,2,1:14:43, 1:14:43,,,
23856,22h51a0542  ,2,1:14:45, 1:14:45,,,
23857,saivardhanbabu  ,2,1:14:48, 0:29:48  9,,,
23858,akhila_appana  ,2,1:14:49, 1:14:49,,,
23859,Venkatesh_Sri  ,2,1:14:50, 1:14:50,,,
23860,Anirban02  ,2,1:14:52, 1:14:52,,,
23861,yogesh_lakmapur  ,2,1:14:52, 1:14:52,,,
23862,cape_of_hope  ,2,1:14:52, 1:14:52,,,
23863,lasya_12345  ,2,1:14:56, 1:14:56,,,
23864,ankitpandey_598  ,2,1:15:02, 1:15:02,,,
23865,kl_2100030629  ,2,1:15:05, 1:15:05,,,
23866,21h51a0580  ,2,1:15:06, 1:15:06,,,
23867,suganya_mohan  ,2,1:15:06, 1:15:06,,,
23868,Nikhilkumar12  ,2,1:15:08, 1:15:08,,,
23869,shiva_kumar_55  ,2,1:15:09, 1:05:09  2,,,
23870,Akshaj06  ,2,1:15:10, 1:15:10,,,
23871,SamarthAroraa  ,2,1:15:11, 1:15:11,,,
23872,kommanaboyinasowjanya  ,2,1:15:13, 1:10:13  1,,,
23873,_harshitha_bhargavi  ,2,1:15:14, 1:15:14,,,
23874,21501A05I1  ,2,1:15:15, 1:15:15,,,
23875,pranaychinde  ,2,1:15:23, 1:15:23,,,
23876,vinaykumar891940  ,2,1:15:24, 1:15:24,,,
23877,gouravindoriya  ,2,1:15:26, 1:15:26,,,
23878,22h51a6241  ,2,1:15:26, 1:15:26,,,
23879,nikita12__  ,2,1:15:26, 1:10:26  1,,,
23880,Karthikreddy88  ,2,1:15:27, 1:15:27,,,
23881,shreyagandhi673  ,2,1:15:28, 1:15:28,,,
23882,MUKKAUMESHNANDAN  ,2,1:15:30, 1:15:30,,,
23883,Medhaswi28  ,2,1:15:33, 1:15:33,,,
23884,2210080048  ,2,1:15:36, 1:15:36,,,
23885,diti123  ,2,1:15:40, 1:15:40,,,
23886,jayhann  ,2,1:15:41, 1:15:41,,,
23887,subba_reddy13  ,2,1:15:41, 1:15:41,,,
23888,prabhjot96439  ,2,1:15:45, 1:15:45,,,
23889,PERUNAR_KILLI  ,2,1:15:48, 1:15:48,,,
23890,DiravatuVineela  ,2,1:15:48, 1:15:48,,,
23891,shekhar_javari  ,2,1:15:49, 1:00:49  3,,,
23892,Carmel_Nancy_G  ,2,1:15:51, 1:10:51  1,,,
23893,cheera_kavya  ,2,1:15:55, 1:15:55,,,
23894,bvreddy125  ,2,1:15:56, 1:15:56,,,
23895,bhavanan080  ,2,1:15:58, 1:15:58,,,
23896,ayu_05_tiwari  ,2,1:16:00, 1:16:00,,,
23897,likitha-b  ,2,1:16:00, 1:16:00,,,
23898,ashishd1  ,2,1:16:01, 1:06:01  2,,,
23899,pulkits441  ,2,1:16:02, 1:16:02,,,
23900,2210030325  ,2,1:16:02, 1:11:02  1,,,
23901,knrahul2004  ,2,1:16:02, 1:16:02,,,
23902,sambitskd3  ,2,1:16:03, 1:16:03,,,
23903,mayankrm2003  ,2,1:16:05, 1:11:05  1,,,
23904,khanchi_Vinay  ,2,1:16:07, 1:16:07,,,
23905,amrutpriy  ,2,1:16:08, 1:16:08,,,
23906,2210030177  ,2,1:16:08, 1:16:08,,,
23907,Maheshrathinasamy  ,2,1:16:08, 1:16:08,,,
23908,HARSH_MITTAL  ,2,1:16:09, 1:16:09,,,
23909,tejasri_koya  ,2,1:16:10, 0:56:10  4,,,
23910,chittireddyveda  ,2,1:16:10, 1:16:10,,,
23911,bargavi_04  ,2,1:16:10, 1:01:10  3,,,
23912,sharadsingh0203  ,2,1:16:13, 1:16:13,,,
23913,sree_sri_2032  ,2,1:16:15, 1:16:15,,,
23914,kvk0000000001  ,2,1:16:15, 1:16:15,,,
23915,2100030868  ,2,1:16:15, 1:11:15  1,,,
23916,shelian  ,2,1:16:16, 1:16:16,,,
23917,ashok_55  ,2,1:16:18, 1:16:18,,,
23918,2110040079_gnanesh  ,2,1:16:18, 1:16:18,,,
23919,armanojreddy  ,2,1:16:18, 1:11:18  1,,,
23920,218r1a0527  ,2,1:16:19, 1:06:19  2,,,
23921,Bindu_423  ,2,1:16:20, 1:16:20,,,
23922,2100031546  ,2,1:16:23, 1:16:23,,,
23923,Pritha_Roy_Choudhury_2004  ,2,1:16:24, 1:16:24,,,
23924,22075a0412  ,2,1:16:26, 1:16:26,,,
23925,suhani1205  ,2,1:16:31, 1:16:31,,,
23926,21501A05J1  ,2,1:16:32, 1:11:32  1,,,
23927,Samay_123  ,2,1:16:34, 1:16:34,,,
23928,adepubhargav  ,2,1:16:36, 1:16:36,,,
23929,VamshiKrishnDa  ,2,1:16:36, 1:16:36,,,
23930,saitamalightyagami2  ,2,1:16:40, 1:11:40  1,,,
23931,rushabhj16  ,2,1:16:44, 1:16:44,,,
23932,Abhi_252003  ,2,1:16:46, 1:11:46  1,,,
23933,klu_2100032302  ,2,1:16:48, 1:06:48  2,,,
23934,hasinipenjarla  ,2,1:16:49, 1:16:49,,,
23935,Bhagyasri7  ,2,1:16:51, 1:06:51  2,,,
23936,mohithbillakinthi042  ,2,1:16:52, 1:16:52,,,
23937,nikk7  ,2,1:16:54, 1:11:54  1,,,
23938,keshrishipranshi  ,2,1:16:55, 1:11:55  1,,,
23939,NizamulKazi  ,2,1:16:57, 1:11:57  1,,,
23940,kavyasrikaki  ,2,1:16:58, 1:11:58  1,,,
23941,Rohithdarshanala_123  ,2,1:16:59, 1:16:59,,,
23942,a_aravind504  ,2,1:17:00, 1:07:00  2,,,
23943,yalamanchili_Balaji  ,2,1:17:00, 1:17:00,,,
23944,LOKESH_P57  ,2,1:17:01, 0:42:01  7,,,
23945,shi_hang  ,2,1:17:03, 1:17:03,,,
23946,JaideeptejaV  ,2,1:17:09, 0:57:09  4,,,
23947,ShaikMouli  ,2,1:17:10, 1:17:10,,,
23948,Nandhitha_05  ,2,1:17:10, 1:17:10,,,
23949,Sreejaya_1248  ,2,1:17:11, 1:17:11,,,
23950,coderwho9  ,2,1:17:13, 1:17:13,,,
23951,21311a1242  ,2,1:17:13, 1:12:13  1,,,
23952,vvizardly-brattainkln  ,2,1:17:14, 1:17:14,,,
23953,NehasreeBoya  ,2,1:17:16, 1:17:16,,,
23954,Aparnashukla2509  ,2,1:17:16, 1:17:16,,,
23955,Srushti-Gawade  ,2,1:17:18, 1:17:18,,,
23956,ksriramreddy  ,2,1:17:18, 1:12:18  1,,,
23957,Akshara1  ,2,1:17:18, 1:17:18,,,
23958,Raju-291  ,2,1:17:20, 1:17:20,,,
23959,klu_2100030261  ,2,1:17:20, 1:17:20,,,
23960,2210040040  ,2,1:17:22, 1:02:22  3,,,
23961,2100032481  ,2,1:17:22, 1:17:22,,,
23962,tkshreya2004  ,2,1:17:22, 1:17:22,,,
23963,2210040111  ,2,1:17:30, 1:17:30,,,
23964,buntyvamshi55  ,2,1:17:31, 1:17:31,,,
23965,sanujkumar67  ,2,1:17:31, 0:57:31  4,,,
23966,2210030487  ,2,1:17:33, 1:17:33,,,
23967,217r1a66d0  ,2,1:17:37, 1:17:37,,,
23968,lochana_09  ,2,1:17:41, 1:17:41,,,
23969,gouthamhyd6  ,2,1:17:42, 1:17:42,,,
23970,layapinagani  ,2,1:17:42, 1:17:42,,,
23971,bkavyanjali  ,2,1:17:43, 0:57:43  4,,,
23972,Rekha_8  ,2,1:17:43, 1:17:43,,,
23973,varshithameda  ,2,1:17:48, 1:17:48,,,
23974,chistym17  ,2,1:17:49, 1:17:49,,,
23975,balaji_218  ,2,1:17:57, 1:17:57,,,
23976,anushka_0125  ,2,1:17:59, 1:17:59,,,
23977,dhanish03  ,2,1:18:03, 1:18:03,,,
23978,a-ashish  ,2,1:18:03, 1:18:03,,,
23979,Shanmitha_Vetsa  ,2,1:18:05, 1:18:05,,,
23980,klu_2100031815  ,2,1:18:05, 1:18:05,,,
23981,2210040102  ,2,1:18:07, 1:18:07,,,
23982,Atul__86  ,2,1:18:07, 1:08:07  2,,,
23983,Prudviraj_123  ,2,1:18:10, 1:18:10,,,
23984,sabha341781  ,2,1:18:11, 1:18:11,,,
23985,meenakumar_255  ,2,1:18:14, 1:18:14,,,
23986,anmoldube15  ,2,1:18:15, 1:18:15,,,
23987,21501a0587  ,2,1:18:16, 1:18:16,,,
23988,chandrakumarg  ,2,1:18:17, 1:18:17,,,
23989,2210030419-neha  ,2,1:18:17, 1:18:17,,,
23990,Pranitha_2101  ,2,1:18:19, 1:08:19  2,,,
23991,Abhishek369d  ,2,1:18:21, 1:08:21  2,,,
23992,d2210080014  ,2,1:18:24, 1:18:24,,,
23993,22h51a0532  ,2,1:18:25, 1:18:25,,,
23994,Chaganti_Neha  ,2,1:18:25, 1:18:25,,,
23995,bhargavi_1204  ,2,1:18:33, 1:08:33  2,,,
23996,DebarghyaDas  ,2,1:18:33, 1:18:33,,,
23997,217r1a05m1  ,2,1:18:37, 1:18:37,,,
23998,Neha008  ,2,1:18:39, 1:18:39,,,
23999,thenameisafsal  ,2,1:18:40, 1:18:40,,,
24000,727721euit132sv  ,2,1:18:41, 1:18:41,,,
24001,prashanth619  ,2,1:18:42, 1:18:42,,,
24002,epicseven-cup  ,2,1:18:49, 1:18:49,,,
24003,dhruvgandhi03  ,2,1:18:49, 1:18:49,,,
24004,2100032445  ,2,1:18:51, 1:18:51,,,
24005,Abiha_Fatma  ,2,1:18:52, 1:18:52,,,
24006,Rathipriya_Balakrishnan  ,2,1:18:52, 1:08:52  2,,,
24007,Adithya_Mayreddy  ,2,1:18:54, 1:18:54,,,
24008,pavan05E7  ,2,1:18:55, 1:18:55,,,
24009,_muskan07  ,2,1:18:55, 1:03:55  3,,,
24010,dhruvimehta00  ,2,1:18:55, 1:18:55,,,
24011,217r1a66f5  ,2,1:18:57, 1:18:57,,,
24012,MalyalaRakesh  ,2,1:18:57, 1:08:57  2,,,
24013,SRAJAN1405  ,2,1:18:58, 1:18:58,,,
24014,IKhetarpal8  ,2,1:18:58, 0:38:58  8,,,
24015,bhanupriyashukka  ,2,1:18:59, 1:13:59  1,,,
24016,affu_19  ,2,1:19:03, 1:19:03,,,
24017,kusuma123-  ,2,1:19:03, 1:14:03  1,,,
24018,abhishek_kanwasi  ,2,1:19:04, 1:19:04,,,
24019,boya_pravalika  ,2,1:19:06, 1:19:06,,,
24020,pavani_juluru  ,2,1:19:15, 1:19:15,,,
24021,barathravichandran2001  ,2,1:19:15, 1:19:15,,,
24022,navya1204  ,2,1:19:16, 1:19:16,,,
24023,klu_2100031440  ,2,1:19:18, 1:19:18,,,
24024,akhilksvm45  ,2,1:19:19, 1:19:19,,,
24025,arya17x  ,2,1:19:22, 1:19:22,,,
24026,2210030468  ,2,1:19:27, 1:19:27,,,
24027,Gangothri_88  ,2,1:19:28, 1:19:28,,,
24028,unknownwho  ,2,1:19:32, 1:19:32,,,
24029,Yamuna_Bathi_7  ,2,1:19:34, 1:19:34,,,
24030,krishnaprasath810  ,2,1:19:34, 1:19:34,,,
24031,727721euit163  ,2,1:19:35, 1:19:35,,,
24032,arjunreddyanji  ,2,1:19:36, 1:19:36,,,
24033,romantalukdar346  ,2,1:19:39, 1:19:39,,,
24034,sourabhmehra123  ,2,1:19:42, 1:09:42  2,,,
24035,sahaja1516  ,2,1:19:43, 1:19:43,,,
24036,213t1a05b5  ,2,1:19:45, 1:19:45,,,
24037,sanjana68  ,2,1:19:45, 1:19:45,,,
24038,himanshugugria  ,2,1:19:46, 1:19:46,,,
24039,2210030066  ,2,1:19:47, 1:19:47,,,
24040,user1938jE  ,2,1:19:48, 1:14:48  1,,,
24041,singulurisuraj  ,2,1:19:49, 1:19:49,,,
24042,sowmya_6003  ,2,1:19:50, 1:19:50,,,
24043,klu_2100030748  ,2,1:19:51, 1:19:51,,,
24044,2100031609  ,2,1:19:57, 1:19:57,,,
24045,Hari_karthik126  ,2,1:19:59, 1:19:59,,,
24046,kl_2200030743  ,2,1:20:00, 1:20:00,,,
24047,vickyvikas12  ,2,1:20:03, 1:15:03  1,,,
24048,Anushri_Rawat  ,2,1:20:04, 1:20:04,,,
24049,B22193  ,2,1:20:04, 0:50:04  6,,,
24050,svedant21_03  ,2,1:20:05, 1:15:05  1,,,
24051,GoreAditya  ,2,1:20:05, 1:10:05  2,,,
24052,bhagyalaxmi10  ,2,1:20:08, 1:10:08  2,,,
24053,2110030189  ,2,1:20:08, 1:20:08,,,
24054,darkenigma  ,2,1:20:09, 1:20:09,,,
24055,1Kunal_Kumar1  ,2,1:20:09, 1:20:09,,,
24056,prashantnaiker9  ,2,1:20:12, 1:10:12  2,,,
24057,sameer_ali  ,2,1:20:14, 1:20:14,,,
24058,Jasmine016  ,2,1:20:15, 1:20:15,,,
24059,_deepika45_  ,2,1:20:23, 1:20:23,,,
24060,Zajdude  ,2,1:20:23, 1:20:23,,,
24061,_191520018  ,2,1:20:25, 1:20:25,,,
24062,_madhulika26_  ,2,1:20:26, 1:20:26,,,
24063,khateejanazmeen  ,2,1:20:26, 1:20:26,,,
24064,amanmittal2151861  ,2,1:20:27, 1:05:27  3,,,
24065,21h51a0573  ,2,1:20:35, 1:20:35,,,
24066,Gade_Sri_Raja_Gopala_Reddy  ,2,1:20:36, 1:20:36,,,
24067,indic_gamer  ,2,1:20:36, 1:20:36,,,
24068,cse_30284  ,2,1:20:41, 1:10:41  2,,,
24069,kl_2200031188  ,2,1:20:41, 1:20:41,,,
24070,2210030081  ,2,1:20:48, 1:15:48  1,,,
24071,harshal_lanjewar  ,2,1:20:51, 1:20:51,,,
24072,bibekavi  ,2,1:20:52, 1:20:52,,,
24073,gadkarianjali  ,2,1:20:53, 1:20:53,,,
24074,usernameisnik  ,2,1:20:53, 1:20:53,,,
24075,LahariBachu  ,2,1:20:56, 1:20:56,,,
24076,22h51a05g1  ,2,1:20:56, 1:20:56,,,
24077,sahithi_41  ,2,1:20:57, 1:20:57,,,
24078,zbb3211  ,2,1:20:58, 1:20:58,,,
24079,gopi_krishna01  ,2,1:20:58, 1:10:58  2,,,
24080,Charithasri_31  ,2,1:20:58, 1:15:58  1,,,
24081,bhuvansai9999  ,2,1:20:59, 1:20:59,,,
24082,haricharan61108  ,2,1:21:00, 1:21:00,,,
24083,kushwahaaekansh98  ,2,1:21:01, 1:21:01,,,
24084,Shub430  ,2,1:21:02, 1:11:02  2,,,
24085,HemavatshiniS  ,2,1:21:04, 1:21:04,,,
24086,yashuuuu  ,2,1:21:05, 1:21:05,,,
24087,deekshitha09  ,2,1:21:08, 1:21:08,,,
24088,vishwaja_23  ,2,1:21:08, 1:21:08,,,
24089,behruzmardonqulov  ,2,1:21:14, 1:21:14,,,
24090,Gowsika42  ,2,1:21:14, 1:21:14,,,
24091,Aravindhkasani  ,2,1:21:15, 1:21:15,,,
24092,anchuriyamuna  ,2,1:21:17, 1:11:17  2,,,
24093,cseh2200032576  ,2,1:21:20, 1:21:20,,,
24094,Meghana_miriyala  ,2,1:21:22, 1:21:22,,,
24095,sanjanir296  ,2,1:21:24, 1:21:24,,,
24096,sunilkadaganchi071  ,2,1:21:25, 1:21:25,,,
24097,dsaibhavani  ,2,1:21:26, 1:21:26,,,
24098,nyctophile99  ,2,1:21:28, 1:06:28  3,,,
24099,227r1a05f9  ,2,1:21:28, 1:21:28,,,
24100,ravi9576  ,2,1:21:31, 1:21:31,,,
24101,Aaadarsh_singh  ,2,1:21:34, 1:16:34  1,,,
24102,unnathi_22  ,2,1:21:36, 1:21:36,,,
24103,kolla_bhargava_chowdary  ,2,1:21:38, 1:16:38  1,,,
24104,Varshithreddy_  ,2,1:21:40, 1:21:40,,,
24105,mahalaxmidevaram  ,2,1:21:41, 1:16:41  1,,,
24106,22H51A0562  ,2,1:21:42, 1:21:42,,,
24107,227r1a66f5  ,2,1:21:43, 1:21:43,,,
24108,22h51a05e1  ,2,1:21:45, 1:16:45  1,,,
24109,agarwal02arjun  ,2,1:21:45, 1:21:45,,,
24110,vasavi22h51a1228  ,2,1:21:46, 1:21:46,,,
24111,22h51a0583  ,2,1:21:47, 1:21:47,,,
24112,laxmi_prasanna  ,2,1:21:49, 1:16:49  1,,,
24113,roshangeorge2003  ,2,1:22:00, 1:22:00,,,
24114,joynelapati3  ,2,1:22:00, 1:17:00  1,,,
24115,user7515Yy  ,2,1:22:06, 1:22:06,,,
24116,Shruthi_197  ,2,1:22:06, 1:22:06,,,
24117,ap25092002  ,2,1:22:08, 1:07:08  3,,,
24118,rakshith_31  ,2,1:22:13, 1:22:13,,,
24119,Arzelc  ,2,1:22:13, 1:17:13  1,,,
24120,22h51a6268  ,2,1:22:14, 1:22:14,,,
24121,SARIKA_REDDY7  ,2,1:22:15, 1:22:15,,,
24122,xiao-yao-yi-sheng  ,2,1:22:16, 1:22:16,,,
24123,AshishKandibanda  ,2,1:22:16, 1:22:16,,,
24124,nerellapujitha  ,2,1:22:17, 1:22:17,,,
24125,vashutangri  ,2,1:22:18, 1:07:18  3,,,
24126,intelligent-i3an2aidbw  ,2,1:22:18, 1:22:18,,,
24127,kavyareddyr66  ,2,1:22:23, 1:22:23,,,
24128,Shaksham_Singhal  ,2,1:22:27, 1:22:27,,,
24129,padirishitha  ,2,1:22:28, 1:22:28,,,
24130,coderbolte9  ,2,1:22:30, 1:22:30,,,
24131,parknx  ,2,1:22:34, 1:22:34,,,
24132,Vanidixit  ,2,1:22:36, 1:12:36  2,,,
24133,22h51a0504  ,2,1:22:37, 1:22:37,,,
24134,Akashbalan  ,2,1:22:38, 0:47:38  7,,,
24135,harsh780  ,2,1:22:39, 1:22:39,,,
24136,dasariharini43  ,2,1:22:40, 1:12:40  2,,,
24137,rockstarljr  ,2,1:22:43, 1:22:43,,,
24138,nagalaxminarsipudi  ,2,1:22:44, 1:22:44,,,
24139,Rahulkumar6591  ,2,1:22:49, 1:22:49,,,
24140,chandandasari  ,2,1:22:54, 1:22:54,,,
24141,mounika_chigilipalli  ,2,1:22:56, 1:22:56,,,
24142,2100032039_Babitha  ,2,1:22:57, 1:22:57,,,
24143,pankaj13610  ,2,1:22:58, 1:22:58,,,
